"ASSET ID","ALT ASSET ID","PRODUCT NAME","ASSET ALIAS","INSTALLATION","SUPPORTED BY","PRODUCT TYPE","INSTALLED CODE","LOCATION NAME","INSTANCE ID","SOLUTION ID","LOCATION ID","INSTALL BASE AGE","CONNECTIVITY STATUS","LAST ALERT & TELEMETRY DELIVERY","CONNECTION TYPE","CONNECTION AGE","SERVICES STATUS","CONTRACT TYPE","CONTRACT END DATE","SALES ORDER#","END OF STANDARD SUPPORT","CITY","COUNTRY"
"DE00000319066778",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC","",,"3572412594","4yr, 2mo, 19d","Not Eligible",,"",,"Active","ProSupport For Software","January 31, 2026","273649765",,"DAR ES SALAAM","Tanzania, United Republic of"
"DE00000319066779",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC","",,"3572412594","4yr, 2mo, 19d","Not Eligible",,"",,"Active","ProSupport For Software","January 31, 2026","273649765",,"DAR ES SALAAM","Tanzania, United Republic of"
"DE600210534233","2VMZVB3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","4yr, 28d","Connected","2025-10-21 03:42:45","Secure Connect Gateway - Virtual Appliance v5","< 1d","Active","ProSupport","January 31, 2026","273534930","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600210534234","3VMZVB3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","4yr, 28d","Connected","2025-10-21 03:42:45","Secure Connect Gateway - Virtual Appliance v5","< 1d","Active","ProSupport","January 31, 2026","273534930","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600210534235","4VMZVB3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","4yr, 28d","Connected","2025-10-21 03:42:45","Secure Connect Gateway - Virtual Appliance v5","< 1d","Active","ProSupport","January 31, 2026","273534930","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600210534236","5VMZVB3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.320-27377804","CRDB BANK PLC","",,"3572412594","4yr, 1mo","Not Connected","2023-03-07 06:13:26","Secure Connect Gateway - Virtual Appliance v3","2yr, 7mo, 14d","Active","ProSupport","January 31, 2026","273534930","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600210534237","6VMZVB3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","4yr, 27d","Connected","2025-10-21 03:42:45","Secure Connect Gateway - Virtual Appliance v5","< 1d","Active","ProSupport","January 31, 2026","273534930","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600210534238","7VMZVB3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.320-27377804","CRDB BANK PLC","",,"3572412594","4yr, 1mo","Not Connected","2023-03-07 06:13:26","OTHER","2yr, 7mo, 14d","Active","ProSupport","January 31, 2026","273534930","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600210534239","8VMZVB3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.320-27377804","CRDB BANK PLC","",,"3572412594","4yr, 26d","Not Connected","2023-03-07 06:13:26","OTHER","2yr, 7mo, 14d","Active","ProSupport","January 31, 2026","273534930","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600210534240","9VMZVB3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.320-27377804","CRDB BANK PLC","",,"3572412594","4yr, 1mo","Not Connected","2023-03-07 06:13:26","OTHER","2yr, 7mo, 14d","Active","ProSupport","January 31, 2026","273534930","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600213044675","52DK5G3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.320-27377804","CRDB BANK PLC","",,"3572412594","4yr, 1mo","Not Connected","2023-03-07 05:21:46","OTHER","2yr, 7mo, 14d","Active","ProSupport","January 31, 2026","273649765","September 30, 2027","Nairobi","KE"
"DE600213044676","62DK5G3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.320-27377804","CRDB BANK PLC","",,"3572412594","4yr, 27d","Not Connected","2023-03-27 03:39:24","Secure Connect Gateway - Appliance v5","2yr, 6mo, 24d","Active","ProSupport","January 31, 2026","273649765","September 30, 2027","Nairobi","KE"
"DE600213044677","72DK5G3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.320-27377804","CRDB BANK PLC","",,"3572412594","4yr, 27d","Not Connected","2023-03-27 03:39:24","Secure Connect Gateway - Virtual Appliance v5","2yr, 6mo, 24d","Active","ProSupport","January 31, 2026","273649765","September 30, 2027","Nairobi","KE"
"DE600213044678","82DK5G3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.320-27377804","CRDB BANK PLC","",,"3572412594","4yr, 27d","Not Connected","2023-03-27 03:39:24","Secure Connect Gateway - Virtual Appliance v5","2yr, 6mo, 24d","Active","ProSupport","January 31, 2026","273649765","September 30, 2027","Nairobi","KE"
"DE600213044679","92DK5G3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.320-27377804","CRDB BANK PLC","",,"3572412594","4yr, 1mo","Not Connected","2023-03-07 05:21:46","Secure Connect Gateway - Virtual Appliance v3","2yr, 7mo, 14d","Active","ProSupport","January 31, 2026","273649765","September 30, 2027","Nairobi","KE"
"DE600213044680","B2DK5G3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.320-27377804","CRDB BANK PLC","",,"3572412594","4yr, 1mo","Not Connected","2023-03-07 05:21:46","Secure Connect Gateway - Appliance v5","2yr, 7mo, 14d","Active","ProSupport","January 31, 2026","273649765","September 30, 2027","Nairobi","KE"
"DE600220253999","1FW2FM3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.371-27538721","CRDB BANK PLC","",,"3572412594","2yr, 6mo, 17d","Not Connected","2025-07-02 03:26:15","Secure Connect Gateway - Virtual Appliance v5","3mo, 19d","Active","ProSupport","January 31, 2026","273758689","September 30, 2027","Nairobi","KE"
"DE600220254000","2FW2FM3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.371-27538721","CRDB BANK PLC","",,"3572412594","2yr, 6mo, 17d","Not Connected","2025-07-02 03:26:15","Secure Connect Gateway - Virtual Appliance v5","3mo, 19d","Active","ProSupport","January 31, 2026","273758689","September 30, 2027","Nairobi","KE"
"DE600220254001","3FW2FM3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.371-27538721","CRDB BANK PLC","",,"3572412594","2yr, 6mo, 17d","Not Connected","2025-07-02 03:26:15","Secure Connect Gateway - Appliance v5","3mo, 19d","Active","ProSupport","January 31, 2026","273758689","September 30, 2027","Nairobi","KE"
"DE600220254133","H2QDJM3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.320-27377804","CRDB BANK PLC","",,"3572412594","3yr, 6mo, 2d","Not Connected","2023-03-27 03:39:24","Secure Connect Gateway - Virtual Appliance v5","2yr, 6mo, 24d","Active","ProSupport","January 31, 2026","273758891","September 30, 2027","Nairobi","KE"
"DE600220254134","J2QDJM3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.320-27377804","CRDB BANK PLC","",,"3572412594","3yr, 6mo, 2d","Not Connected","2023-03-27 03:39:24","Secure Connect Gateway - Virtual Appliance v5","2yr, 6mo, 24d","Active","ProSupport","January 31, 2026","273758891","September 30, 2027","Nairobi","KE"
"DE600220254135","13QDJM3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.320-27377804","CRDB BANK PLC","",,"3572412594","3yr, 6mo, 1d","Not Connected","2023-03-07 05:21:46","OTHER","2yr, 7mo, 14d","Active","ProSupport","January 31, 2026","273758891","September 30, 2027","Nairobi","KE"
"DE600220254136","23QDJM3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.371-27538721","CRDB BANK PLC","",,"3572412594","3yr, 6mo, 1d","Not Connected","2025-07-02 03:26:15","Secure Connect Gateway - Virtual Appliance v5","3mo, 19d","Active","ProSupport","January 31, 2026","273758891","September 30, 2027","Nairobi","KE"
"DE600220254137","33QDJM3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.320-27377804","CRDB BANK PLC","",,"3572412594","3yr, 6mo, 1d","Not Connected","2023-03-07 05:21:46","Secure Connect Gateway - Virtual Appliance v3","2yr, 7mo, 14d","Active","ProSupport","January 31, 2026","273758891","September 30, 2027","Nairobi","KE"
"DE600220254138","43QDJM3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","7.0.320-27377804","CRDB BANK PLC","",,"3572412594","3yr, 6mo, 1d","Not Connected","2023-03-07 05:21:46","Secure Connect Gateway - Virtual Appliance v3","2yr, 7mo, 14d","Active","ProSupport","January 31, 2026","273758891","September 30, 2027","Nairobi","KE"
"DE600224877482","JT5DZT3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Connected","2025-10-21 03:26:31","Secure Connect Gateway - Appliance v5","< 1d","Active","ProSupport","January 31, 2026","273950375","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600224877483","1V5DZT3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Connected","2025-10-21 03:26:31","Secure Connect Gateway - Virtual Appliance v5","< 1d","Active","ProSupport","January 31, 2026","273950375","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600224877484","2V5DZT3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Connected","2025-10-21 03:26:31","Secure Connect Gateway - Virtual Appliance v5","< 1d","Active","ProSupport","January 31, 2026","273950375","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600224877485","3V5DZT3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","4.5.215-8993686","CRDB BANK PLC","",,"3572412594","2yr, 6mo, 27d","Not Connected",,"OTHER",,"Active","ProSupport","January 31, 2026","273950375","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600224877486","4V5DZT3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Connected","2025-10-21 03:26:31","Secure Connect Gateway - Virtual Appliance v5","< 1d","Active","ProSupport","January 31, 2026","273950375","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600224877487","5V5DZT3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE","4.5.215-8993686","CRDB BANK PLC","",,"3572412594","2yr, 6mo, 27d","Not Connected",,"OTHER",,"Active","ProSupport","January 31, 2026","273950375","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600224877488","6V5DZT3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","2yr, 7mo, 4d","Connected","2025-10-21 03:42:45","Secure Connect Gateway - Virtual Appliance v5","< 1d","Active","ProSupport","January 31, 2026","273950375","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600224877489","7V5DZT3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","2yr, 7mo, 4d","Connected","2025-10-21 03:42:45","Secure Connect Gateway - Virtual Appliance v5","< 1d","Active","ProSupport","January 31, 2026","273950375","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600224877490","8V5DZT3","VxRail P570F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","2yr, 7mo, 4d","Connected","2025-10-21 03:42:45","Secure Connect Gateway - Virtual Appliance v5","< 1d","Active","ProSupport","January 31, 2026","273950375","September 30, 2027","DAR ES SALAAM","Tanzania, United Republic of"
"DE600234395540","9S17B04","VxRail P670F",,"Installed","Dell Technologies","HARDWARE","8.0.100-28093095","CRDB BANK PLC","",,"3572412594","7mo, 11d","Not Connected",,"OTHER",,"Active","ProSupport","December 03, 2026","714361873","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600234395541","BS17B04","VxRail P670F",,"Installed","Dell Technologies","HARDWARE","8.0.100-28093095","CRDB BANK PLC","",,"3572412594","7mo, 11d","Not Connected",,"OTHER",,"Active","ProSupport","December 03, 2026","714361873","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600234395542","CS17B04","VxRail P670F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","1yr, 3mo, 9d","Connected","2025-10-21 03:23:27","OTHER","< 1d","Active","ProSupport","December 03, 2026","714361873","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600234395543","DS17B04","VxRail P670F",,"Installed","Dell Technologies","HARDWARE","8.0.100-28093095","CRDB BANK PLC","",,"3572412594","7mo, 11d","Not Connected",,"OTHER",,"Active","ProSupport","December 03, 2026","714361873","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600234395544","FS17B04","VxRail P670F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","1yr, 3mo, 9d","Connected","2025-10-21 03:23:27","OTHER","< 1d","Active","ProSupport","December 03, 2026","714361873","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600241600934","904F434","VxRail P670F",,"Installed","Dell Technologies","HARDWARE","8.0.100-28093095","CRDB BANK PLC","",,"3572412594","7mo, 11d","Not Connected",,"OTHER",,"Active","ProSupport","April 27, 2027","1004174577","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600241600935","B04F434","VxRail P670F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","1yr, 3mo, 9d","Connected","2025-10-21 03:23:27","Secure Connect Gateway - Appliance v5","< 1d","Active","ProSupport","April 27, 2027","1004174577","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600241600936","C04F434","VxRail P670F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","1yr, 3mo, 9d","Connected","2025-10-21 03:23:27","OTHER","< 1d","Active","ProSupport","April 27, 2027","1004174577","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600241600937","D04F434","VxRail P670F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","1yr, 3mo, 9d","Connected","2025-10-21 03:23:27","OTHER","< 1d","Active","ProSupport","April 27, 2027","1004174577","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600241600938","F04F434","VxRail P670F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","1yr, 3mo, 9d","Connected","2025-10-21 03:23:27","OTHER","< 1d","Active","ProSupport","April 27, 2027","1004174577","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600241600939","G04F434","VxRail P670F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","1yr, 3mo, 9d","Connected","2025-10-21 03:23:27","OTHER","< 1d","Active","ProSupport","April 27, 2027","1004174577","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600241600940","H04F434","VxRail P670F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","1yr, 3mo, 9d","Connected","2025-10-21 03:23:27","OTHER","< 1d","Active","ProSupport","April 27, 2027","1004174577","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600241600941","J04F434","VxRail P670F",,"Installed","Dell Technologies","HARDWARE",,"CRDB BANK PLC","",,"3572412594","1yr, 3mo, 1d","Connected","2025-10-21 03:23:27","OTHER","< 1d","Active","ProSupport","April 27, 2027","1004174577","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600241600942","114F434","VxRail P670F",,"Installed","Dell Technologies","HARDWARE","8.0.100-28093095","CRDB BANK PLC","",,"3572412594","7mo, 11d","Not Connected",,"OTHER",,"Active","ProSupport","April 27, 2027","1004174577","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600241600943","214F434","VxRail P670F",,"Installed","Dell Technologies","HARDWARE","8.0.100-28093095","CRDB BANK PLC","",,"3572412594","7mo, 11d","Not Connected",,"OTHER",,"Active","ProSupport","April 27, 2027","1004174577","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600241600944","314F434","VxRail P670F",,"Installed","Dell Technologies","HARDWARE","8.0.100-28093095","CRDB BANK PLC","",,"3572412594","7mo, 11d","Not Connected",,"OTHER",,"Active","ProSupport","April 29, 2027","1004174578","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600241600945","414F434","VxRail P670F",,"Installed","Dell Technologies","HARDWARE","8.0.100-28093095","CRDB BANK PLC","",,"3572412594","7mo, 11d","Not Connected",,"OTHER",,"Active","ProSupport","April 29, 2027","1004174578","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DE600241600946","514F434","VxRail P670F",,"Installed","Dell Technologies","HARDWARE","8.0.100-28093095","CRDB BANK PLC","",,"3572412594","7mo, 11d","Not Connected",,"OTHER",,"Active","ProSupport","April 29, 2027","1004174578","June 30, 2030","DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000355024754",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","2yr, 7mo, 6d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000355024756",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000355024757",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000355024787",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000355024788",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000355024798",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000355024799",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","2yr, 7mo, 6d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000355024806",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000355024817",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","2yr, 10mo, 18d","Not Eligible",,"",,"Active","ProSupport For Software","December 30, 2025","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000391163022","DLF0000391163022","RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC","",,"3572412594","1yr, 11mo, 24d","Not Eligible",,"",,"Active","ProSupport For Software","October 27, 2026","714361872",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000391163023","DLF0000391163023","RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE",,"CRDB BANK PLC","",,"3572412594","1yr, 11mo, 24d","Not Eligible",,"",,"Active","ProSupport For Software","October 27, 2026","714361872",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000391163024","DLF0000391163024","RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","1yr, 11mo, 24d","Not Eligible",,"",,"Active","ProSupport For Software","October 27, 2026","714361872",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000391163025","DLF0000391163025","RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","1yr, 11mo, 24d","Not Eligible",,"",,"Active","ProSupport For Software","October 27, 2026","714361872",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000391163026","DLF0000391163026","RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","1yr, 11mo, 24d","Not Eligible",,"",,"Active","ProSupport For Software","October 27, 2026","714361872",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000401263057",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","1yr, 5mo, 27d","Not Eligible",,"",,"Active","ProSupport For Software","April 24, 2027","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000401263058",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","1yr, 5mo, 27d","Not Eligible",,"",,"Active","ProSupport For Software","April 24, 2027","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000401263059",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","1yr, 5mo, 27d","Not Eligible",,"",,"Active","ProSupport For Software","April 24, 2027","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000401263060",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","1yr, 5mo, 27d","Not Eligible",,"",,"Active","ProSupport For Software","April 24, 2027","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000401263061",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","1yr, 5mo, 27d","Not Eligible",,"",,"Active","ProSupport For Software","April 24, 2027","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000401263062",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","1yr, 5mo, 27d","Not Eligible",,"",,"Active","ProSupport For Software","April 24, 2027","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000401263063",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","1yr, 5mo, 27d","Not Eligible",,"",,"Active","ProSupport For Software","April 24, 2027","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000401263064",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","1yr, 5mo, 27d","Not Eligible",,"",,"Active","ProSupport For Software","April 24, 2027","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000401263065",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","1yr, 5mo, 27d","Not Eligible",,"",,"Active","ProSupport For Software","April 24, 2027","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000401263066",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","1yr, 5mo, 27d","Not Eligible",,"",,"Active","ProSupport For Software","April 24, 2027","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000401263067",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","1yr, 5mo, 27d","Not Eligible",,"",,"Active","ProSupport For Software","April 24, 2027","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000401263068",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","1yr, 5mo, 27d","Not Eligible",,"",,"Active","ProSupport For Software","April 24, 2027","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
"DLF0000401263069",,"RecoverPoint for Virtual Machines",,"Installed","Dell Technologies","SOFTWARE","Not Managed","CRDB BANK PLC","",,"3572412594","1yr, 5mo, 27d","Not Eligible",,"",,"Active","ProSupport For Software","April 24, 2027","99999",,"DAR ES SALAAM","Tanzania, United Republic of"
